,Australia daily,Australia_whole,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,China daily,China_whole,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,Denmark daily,Denmark_whole,Denmark,Denmark,Denmark,Indonesia daily,Indonesia,Ireland daily,Ireland,Japan daily,Japan,Portugal daily,Portugal,Singapore daily,Singapore,Spain daily,Spain,Turkey daily,Turkey,US daily,US,United Arab Emirates daily,United Arab Emirates,UK daily,UK_whole,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,Uruguay daily,Uruguay
10/11/20,0,898,3,53,0,6,4,13,810,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,669,0,0,669,79,11844,2,1826,2,1628,13,2080,0,27,0,32929,59,8837,471,214972,2,445,65,42915,0,9,1,1,48,0,0,24,1,0,6,42825,0,50
10/12/20,1,899,3,53,0,6,4,13,811,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,671,0,0,671,91,11935,1,1827,3,1631,14,2094,1,28,195,33124,58,8895,399,215371,1,446,50,42965,0,9,1,1,48,0,0,24,1,0,6,42875,1,51
10/13/20,5,904,3,53,0,6,4,13,816,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,674,0,0,674,92,12027,3,1830,4,1635,16,2110,0,28,80,33204,62,8957,800,216171,2,448,143,43108,0,9,1,1,48,0,0,24,1,0,6,43018,0,51
10/14/20,0,904,3,53,0,6,4,13,816,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,675,0,0,675,129,12156,5,1835,11,1646,7,2117,0,28,209,33413,57,9014,987,217158,2,450,137,43245,0,9,1,1,48,0,0,24,1,0,6,43155,0,51
10/15/20,0,904,3,53,0,6,4,13,816,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,677,0,0,677,112,12268,3,1838,4,1650,11,2128,0,28,140,33553,66,9080,837,217995,2,452,138,43383,0,9,1,1,48,0,0,24,1,0,6,43293,0,51
10/16/20,0,904,3,53,0,6,4,13,816,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,677,0,0,677,79,12347,3,1841,14,1664,21,2149,0,28,222,33775,73,9153,944,218939,3,455,136,43519,0,9,1,1,48,0,0,24,1,0,6,43429,0,51
10/17/20,0,904,3,53,0,6,4,13,816,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,679,0,0,679,84,12431,8,1849,6,1670,13,2162,0,28,0,33775,71,9224,766,219705,4,459,150,43669,0,9,1,1,48,0,0,24,1,0,6,43579,0,51
10/18/20,1,905,3,53,0,6,4,13,817,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,680,0,0,680,80,12511,3,1852,2,1672,19,2181,0,28,0,33775,72,9296,491,220196,4,463,67,43736,0,9,1,1,48,0,0,24,1,0,6,43646,0,51
10/19/20,0,905,3,53,0,6,4,13,817,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,6,686,0,0,686,106,12617,0,1852,4,1676,17,2198,0,28,217,33992,75,9371,483,220679,3,466,80,43816,0,9,1,1,48,0,0,24,1,0,6,43726,0,51
10/20/20,0,905,3,53,0,6,4,13,817,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,688,0,0,688,117,12734,13,1865,3,1679,15,2213,0,28,218,34210,74,9445,925,221604,4,470,241,44057,0,9,1,1,48,0,0,24,1,0,6,43967,1,52
10/21/20,0,905,3,53,0,6,4,13,817,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,690,0,0,690,123,12857,3,1868,7,1686,16,2229,0,28,156,34366,68,9513,1123,222727,2,472,191,44248,0,9,1,1,48,0,0,24,1,0,6,44158,1,53
10/22/20,0,905,3,53,0,6,4,13,817,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,694,0,0,694,102,12959,3,1871,11,1697,16,2245,0,28,155,34521,71,9584,891,223618,2,474,189,44437,0,9,1,1,48,0,0,24,1,0,6,44347,0,53
10/23/20,0,905,3,53,0,6,4,13,817,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,697,0,0,697,118,13077,7,1878,9,1706,31,2276,0,28,231,34752,74,9658,963,224581,1,475,224,44661,0,9,1,1,48,0,0,24,1,0,6,44571,0,53
10/24/20,0,905,3,53,0,6,4,13,817,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,700,0,0,700,128,13205,4,1882,4,1710,21,2297,0,28,0,34752,69,9727,954,225535,0,475,174,44835,0,9,1,1,48,0,0,24,1,0,6,44745,0,53
10/25/20,0,905,3,53,0,6,4,13,817,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,702,0,0,702,94,13299,0,1882,6,1716,19,2316,0,28,0,34752,72,9799,461,225996,2,477,151,44986,0,9,1,1,48,0,0,24,1,0,6,44896,0,53
10/26/20,0,905,3,53,0,6,4,13,817,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,6,708,0,0,708,112,13411,3,1885,5,1721,27,2343,0,28,279,35031,75,9874,533,226529,3,480,102,45088,0,9,1,1,48,0,0,24,1,0,6,44998,1,54
10/27/20,2,907,3,53,0,6,4,13,819,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,709,0,0,709,101,13512,5,1890,5,1726,28,2371,0,28,267,35298,76,9950,972,227501,2,482,367,45455,0,9,1,1,48,0,0,24,1,0,6,45365,0,54
10/28/20,0,907,3,53,0,6,4,13,819,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,6,715,0,0,715,100,13612,6,1896,5,1731,24,2395,0,28,168,35466,77,10027,1033,228534,3,485,310,45765,0,9,1,1,48,0,0,24,1,0,6,45675,1,55
10/29/20,0,907,3,53,0,6,4,13,819,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,716,0,0,716,89,13701,6,1902,17,1748,33,2428,0,28,173,35639,72,10099,1004,229538,3,488,280,46045,0,9,1,1,48,0,0,24,1,0,6,45955,2,57
10/30/20,0,907,3,53,0,6,4,13,819,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,719,0,0,719,81,13782,6,1908,8,1756,40,2468,0,28,239,35878,78,10177,1057,230595,2,490,274,46319,0,9,1,1,48,0,0,24,1,0,6,46229,1,58
10/31/20,0,907,3,53,0,6,4,13,819,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,721,0,0,721,87,13869,5,1913,13,1769,39,2507,0,28,0,35878,75,10252,925,231520,5,495,326,46645,0,9,1,1,48,0,0,24,1,0,6,46555,0,58
11/1/20,0,907,3,53,0,6,4,13,819,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,723,0,0,723,74,13943,2,1915,7,1776,37,2544,0,28,0,35878,74,10326,507,232027,1,496,162,46807,0,9,1,1,48,0,0,24,1,0,6,46717,1,59
11/2/20,0,907,3,53,0,6,4,13,819,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,724,0,0,724,101,14044,2,1917,11,1787,46,2590,0,28,379,36257,76,10402,572,232599,1,497,136,46943,0,9,1,1,48,0,0,24,1,0,6,46853,1,60
11/3/20,0,907,3,53,0,6,4,13,819,9,0,4739,6,9,6,1,2,8,2,2,6,6,13,22,105,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,728,0,0,728,102,14146,5,1922,7,1794,45,2635,0,28,238,36495,79,10481,1578,234177,6,503,397,47340,0,9,1,1,48,0,0,24,1,0,6,47250,1,61
11/4/20,0,907,3,53,0,6,4,13,819,9,1,4740,6,9,6,1,2,8,2,2,6,6,13,22,106,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,729,0,0,729,113,14259,8,1930,5,1799,59,2694,0,28,1623,38118,77,10558,1107,235284,2,505,492,47832,0,9,1,1,48,0,0,24,1,0,6,47742,0,61
11/5/20,0,907,3,53,0,6,4,13,819,9,1,4741,6,9,6,1,2,8,2,2,6,6,13,22,107,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,733,0,0,733,89,14348,3,1933,7,1806,46,2740,0,28,368,38486,81,10639,1165,236449,3,508,378,48210,0,9,1,1,48,0,0,24,1,0,6,48120,0,61
11/6/20,0,907,3,53,0,6,4,13,819,9,0,4741,6,9,6,1,2,8,2,2,6,6,13,22,107,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,5,738,0,0,738,94,14442,7,1940,4,1810,52,2792,0,28,347,38833,83,10722,1225,237674,2,510,355,48565,0,9,1,1,48,0,0,24,1,0,6,48475,0,61
11/7/20,0,907,3,53,0,6,4,13,819,9,0,4741,6,9,6,1,2,8,2,2,6,6,13,22,107,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,740,0,0,740,98,14540,5,1945,5,1815,56,2848,0,28,0,38833,81,10803,1090,238764,4,514,413,48978,0,9,1,1,48,0,0,24,1,0,6,48888,0,61
11/8/20,0,907,3,53,0,6,4,13,819,9,0,4741,6,9,6,1,2,8,2,2,6,6,13,22,107,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,743,0,0,743,74,14614,2,1947,6,1821,48,2896,0,28,0,38833,84,10887,574,239338,0,514,156,49134,0,9,1,1,48,0,0,24,1,0,6,49044,1,62
11/9/20,0,907,3,53,0,6,4,13,819,9,0,4741,6,9,6,1,2,8,2,2,6,6,13,22,107,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,747,0,0,747,75,14689,1,1948,13,1834,63,2959,0,28,512,39345,85,10972,775,240113,1,515,195,49329,0,9,1,1,48,0,0,25,1,0,6,49238,0,62
11/10/20,0,907,3,53,0,6,4,13,819,9,1,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,750,0,0,750,72,14761,15,1963,6,1840,62,3021,0,28,0,39345,87,11059,1416,241529,3,518,532,49861,0,9,1,1,48,0,0,25,1,0,6,49770,0,62
11/11/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,753,0,0,753,75,14836,2,1965,7,1847,82,3103,0,28,760,40105,86,11145,1435,242964,2,520,596,50457,0,9,1,1,48,0,1,25,1,0,6,50365,1,63
11/12/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,755,0,0,755,97,14933,0,1965,7,1854,78,3181,0,28,356,40461,88,11233,1209,244173,3,523,563,51020,0,9,1,1,48,0,1,25,1,0,6,50928,0,63
11/13/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,756,0,0,756,104,15037,7,1972,10,1864,69,3250,0,28,308,40769,93,11326,1200,245373,5,528,376,51396,0,9,1,1,48,0,1,25,1,0,6,51304,1,64
11/14/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,757,0,0,757,111,15148,6,1978,1,1865,55,3305,0,28,0,40769,92,11418,1347,246720,0,528,462,51858,0,9,1,1,48,0,1,25,1,0,6,51766,0,64
11/15/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,760,0,0,760,63,15211,1,1979,9,1874,76,3381,0,28,0,40769,89,11507,780,247500,2,530,168,52026,0,9,1,1,48,0,1,25,1,0,6,51934,1,65
11/16/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,764,0,0,764,85,15296,5,1984,9,1883,91,3472,0,28,484,41253,94,11601,835,248335,4,534,214,52240,0,9,1,2,48,0,1,25,1,0,6,52147,2,67
11/17/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,768,0,0,768,97,15393,11,1995,12,1895,81,3553,0,28,435,41688,103,11704,1711,250046,4,538,599,52839,0,9,1,2,48,0,2,25,1,0,6,52745,1,68
11/18/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,770,0,0,770,110,15503,11,2006,13,1908,79,3632,0,28,351,42039,116,11820,1915,251961,4,542,529,53368,0,9,1,2,48,0,2,25,1,0,6,53274,0,68
11/19/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,773,0,0,773,97,15600,4,2010,12,1920,69,3701,0,28,252,42291,123,11943,2054,254015,2,544,502,53870,0,9,1,2,48,0,3,25,1,0,6,53775,1,69
11/20/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,5,778,0,0,778,78,15678,8,2018,10,1930,61,3762,0,28,328,42619,141,12084,1960,255975,3,547,511,54381,0,9,1,2,48,0,3,25,1,0,6,54286,0,69
11/21/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,781,0,0,781,96,15774,4,2022,2,1932,62,3824,0,28,0,42619,135,12219,1623,257598,1,548,340,54721,0,9,1,2,48,0,3,25,1,0,6,54626,0,69
11/22/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,784,0,0,784,110,15884,1,2023,11,1943,73,3897,0,28,0,42619,139,12358,1038,258636,4,552,399,55120,0,9,1,2,48,0,4,25,1,0,6,55024,2,71
11/23/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,5,789,0,0,789,118,16002,0,2023,6,1949,74,3971,0,28,512,43131,153,12511,1101,259737,2,554,207,55327,0,9,1,2,48,0,5,25,1,0,6,55230,0,71
11/24/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,8,797,0,0,797,109,16111,5,2028,14,1963,85,4056,0,28,537,43668,161,12672,2131,261868,5,559,608,55935,0,9,1,2,48,0,5,25,1,0,6,55838,1,72
11/25/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,5,802,0,0,802,114,16225,5,2033,20,1983,71,4127,0,28,369,44037,168,12840,2260,264128,4,563,695,56630,0,9,1,2,48,0,5,25,1,0,6,56533,1,73
11/26/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,9,811,0,0,811,127,16352,3,2036,13,1996,82,4209,0,28,337,44374,174,13014,1387,265515,1,564,498,57128,0,9,1,2,48,0,5,25,1,0,6,57031,1,74
11/27/20,0,907,3,53,0,6,4,13,819,9,0,4742,6,9,6,1,2,8,2,2,6,6,13,22,108,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,5,816,0,0,816,169,16521,7,2043,32,2028,67,4276,0,28,294,44668,177,13191,1554,267069,3,567,520,57648,0,9,1,2,48,0,5,25,1,0,6,57551,0,74
11/28/20,0,907,3,53,0,6,4,13,819,9,1,4743,6,9,6,1,2,8,2,2,6,6,13,22,109,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,7,823,0,0,823,125,16646,7,2050,14,2042,87,4363,1,29,0,44668,182,13373,1366,268435,2,569,479,58127,0,9,1,2,48,0,5,25,1,0,6,58030,1,75
11/29/20,1,908,3,53,0,6,4,13,820,9,0,4743,6,9,6,1,2,8,2,2,6,6,13,22,109,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,6,829,0,0,829,169,16815,2,2052,15,2057,64,4427,0,29,0,44668,185,13558,1042,269477,1,570,215,58342,0,9,1,2,48,0,5,25,1,0,6,58245,1,76
11/30/20,0,908,3,53,0,6,4,13,820,9,0,4743,6,9,6,1,2,8,2,2,6,6,13,22,109,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,8,837,0,0,837,130,16945,1,2053,19,2076,78,4505,0,29,401,45069,188,13746,1344,270821,2,572,203,58545,0,9,1,2,48,0,5,25,1,0,6,58448,1,77
12/1/20,0,908,3,53,0,6,4,13,820,9,0,4743,6,9,6,1,2,8,2,2,6,6,13,22,109,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,9,846,0,0,846,136,17081,16,2069,33,2109,72,4577,0,29,442,45511,190,13936,2545,273366,4,576,603,59148,0,9,1,2,48,0,5,25,1,0,6,59051,1,78
12/2/20,0,908,3,53,0,6,4,13,820,9,1,4744,6,9,6,1,2,8,2,2,6,6,13,22,110,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,6,852,0,0,852,118,17199,5,2074,32,2141,68,4645,0,29,273,45784,193,14129,2818,276184,4,580,648,59796,0,9,1,2,48,0,5,25,1,0,6,59699,2,80
12/3/20,0,908,3,53,0,6,4,13,820,9,1,4745,6,9,6,1,2,8,2,2,6,6,13,22,111,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,6,858,0,0,858,156,17355,6,2080,33,2174,79,4724,0,29,254,46038,187,14316,2937,279121,5,585,414,60210,0,9,1,2,48,0,5,25,1,0,6,60113,0,80
12/4/20,0,908,3,53,0,6,4,13,820,9,1,4746,6,9,6,1,2,8,2,2,6,6,13,22,112,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,9,867,0,0,867,124,17479,6,2086,36,2210,79,4803,0,29,214,46252,193,14509,2697,281818,1,586,504,60714,0,9,1,2,48,0,5,25,1,0,6,60617,0,80
12/5/20,0,908,3,53,0,6,4,13,820,9,0,4746,6,9,6,1,2,8,2,2,6,6,13,22,112,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,11,878,0,0,878,110,17589,13,2099,19,2229,73,4876,0,29,0,46252,196,14705,2364,284182,3,589,397,61111,0,9,1,2,48,0,5,25,1,0,6,61014,1,81
12/6/20,0,908,3,53,0,6,4,13,820,9,0,4746,6,9,6,1,2,8,2,2,6,6,13,22,112,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,7,885,0,0,885,151,17740,0,2099,30,2259,87,4963,0,29,0,46252,195,14900,1363,285545,3,592,231,61342,0,9,1,2,48,0,5,25,1,0,6,61245,1,82
12/7/20,0,908,3,53,0,6,4,13,820,9,0,4746,6,9,6,1,2,8,2,2,6,6,13,22,112,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,9,894,0,0,894,127,17867,0,2099,40,2299,78,5041,0,29,394,46646,203,15103,1600,287145,2,594,189,61531,0,9,1,2,48,0,5,25,1,0,6,61434,1,83
12/8/20,0,908,3,53,0,6,4,13,820,9,0,4746,6,9,6,1,2,8,2,2,6,6,13,22,112,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,7,901,0,0,901,133,18000,-2,2097,35,2334,81,5122,0,29,0,46646,211,15314,2621,289766,2,596,599,62130,0,9,1,2,48,0,5,25,1,0,6,62033,3,86
12/9/20,0,908,3,53,0,6,4,13,820,9,2,4748,6,9,6,1,2,8,2,2,6,6,13,22,114,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,904,0,0,904,171,18171,5,2102,42,2376,70,5192,0,29,373,47019,217,15531,3181,292947,2,598,533,62663,0,9,1,2,48,0,5,25,1,0,6,62566,1,87
12/10/20,0,908,3,53,0,6,4,13,820,9,0,4748,6,9,6,1,2,8,2,2,6,6,13,22,114,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,14,918,0,0,918,165,18336,15,2117,19,2395,86,5278,0,29,325,47344,220,15751,2994,295941,4,602,516,63179,0,9,1,2,48,0,5,25,1,0,6,63082,3,90
12/11/20,0,908,3,53,0,6,4,13,820,9,0,4748,6,9,6,1,2,8,2,2,6,6,13,22,114,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,9,927,0,0,927,175,18511,3,2120,51,2446,95,5373,0,29,280,47624,226,15977,3407,299348,5,607,424,63603,0,9,1,2,48,0,5,25,1,0,6,63506,0,90
12/12/20,0,908,3,53,0,6,4,13,820,9,1,4749,6,9,6,1,2,8,2,2,6,6,13,22,115,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,8,935,0,0,935,142,18653,3,2123,16,2462,88,5461,0,29,0,47624,222,16199,2478,301826,2,609,520,64123,0,9,1,2,48,0,5,25,1,0,6,64026,1,91
12/13/20,0,908,3,53,0,6,4,13,820,9,2,4751,6,9,6,1,2,8,2,2,6,6,13,22,117,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,6,941,0,0,941,166,18819,1,2124,19,2481,98,5559,0,29,0,47624,218,16417,1637,303463,8,617,144,64267,0,9,1,2,48,0,5,25,1,0,6,64170,1,92
12/14/20,0,908,3,53,0,6,4,13,820,9,3,4754,6,9,6,1,2,8,2,2,6,6,13,22,120,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,9,950,0,0,950,137,18956,2,2126,49,2530,90,5649,0,29,389,48013,229,16646,1650,305113,1,618,233,64500,0,9,1,2,48,0,6,25,1,0,6,64402,3,95
12/15/20,0,908,3,53,0,6,4,13,820,9,3,4757,6,9,6,1,2,8,2,2,6,6,13,22,123,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,11,961,0,0,961,155,19111,8,2134,51,2581,84,5733,0,29,388,48401,235,16881,3086,308199,4,622,506,65006,0,9,1,2,48,0,6,25,1,0,6,64908,3,98
12/16/20,0,908,3,53,0,6,4,13,820,9,0,4757,6,9,6,1,2,8,2,2,6,6,13,22,123,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,14,975,0,0,975,137,19248,6,2140,42,2623,82,5815,0,29,195,48596,240,17121,3678,311877,4,626,612,65618,0,9,1,2,48,0,6,25,1,0,6,65520,4,102
12/17/20,0,908,3,53,0,6,4,13,820,9,2,4759,6,9,6,1,2,8,2,2,6,6,13,22,125,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,17,992,0,0,992,142,19390,3,2143,38,2661,87,5902,0,29,181,48777,243,17364,3502,315379,3,629,532,66150,0,9,1,2,48,0,6,25,1,0,6,66052,3,105
12/18/20,0,908,3,53,0,6,4,13,820,9,4,4763,6,9,6,1,2,8,2,2,6,6,13,22,129,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,15,1007,0,0,1007,124,19514,6,2149,48,2709,75,5977,0,29,149,48926,246,17610,2966,318345,1,630,490,66640,0,9,1,2,49,0,6,25,1,0,6,66541,4,109
12/19/20,0,908,3,53,0,6,4,13,820,9,0,4763,6,9,6,1,2,8,2,2,6,6,13,22,129,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,12,1019,0,0,1019,145,19659,5,2154,40,2749,86,6063,0,29,0,48926,241,17851,2679,321024,4,634,537,67177,0,9,1,2,52,0,6,25,1,0,6,67075,5,114
12/20/20,0,908,3,53,0,6,4,13,820,9,1,4764,6,9,6,1,2,8,2,2,6,6,13,22,130,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,16,1035,0,0,1035,221,19880,4,2158,35,2784,71,6134,0,29,0,48926,246,18097,1732,322756,3,637,326,67503,0,9,1,2,52,0,6,25,1,0,6,67401,5,119
12/21/20,0,908,3,53,0,6,4,13,820,9,1,4765,6,9,6,1,2,8,2,2,6,6,13,22,131,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,18,1053,0,0,1053,205,20085,0,2158,49,2833,57,6191,0,29,334,49260,254,18351,1900,324656,2,639,215,67718,0,9,1,2,52,0,6,25,1,0,6,67616,0,119
